Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted,Engagement Score,Source Impact Score
Holly Boyd,"Kennedy, Young and Howard",IT,West,Small,Organic,15,18.3,4,0,47,0,0.35383659521590555,0.6340975739802719
Deanna Sutton,Hale-Young,Healthcare,North,Small,Organic,21,2.84,8,0,155,0,0.2972972972972973,0.6340975739802719
Jesus Carter,"Todd, Bell and Robinson",IT,East,Medium,Email,32,3.38,6,0,7,0,0.39608574091332716,0.6447777327388191
Mariah Johnson,Mckinney PLC,Healthcare,East,Small,Ads,28,16.5,0,0,36,0,0.42839391115253184,0.6415917503966155
Matthew Diaz,"Horne, Andrade and Walter",Education,West,Medium,Ads,8,13.07,3,0,352,1,0.21683752718235477,0.6415917503966155
Victor Brown,"Conrad, Franco and Leblanc",Finance,West,Large,Email,50,3.41,18,0,4,0,0.7070518794656725,0.6447777327388191
Robert Bird,"Glenn, Carrillo and Huff",Education,South,Large,Webinar,26,28.59,17,1,32,1,0.7089158123640882,0.6421080578786672
David Hayden,"Greene, Blackwell and Hernandez",Healthcare,South,Small,Ads,31,2.69,5,1,212,1,0.368230299264782,0.6415917503966155
Joshua Gutierrez,Hopkins Ltd,IT,South,Small,Ads,23,24.86,3,1,349,1,0.49425287356321834,0.6415917503966155
Benjamin Collier,"Thompson, Allen and Reynolds",Healthcare,West,Small,Email,25,15.77,18,0,64,1,0.5761623692658174,0.6447777327388191
Crystal Dean,"Russell, Harris and Sparks",Retail,East,Medium,Webinar,30,9.54,3,0,146,0,0.4080977529253391,0.6421080578786672
Luis Riggs,"Dunlap, Lloyd and Marshall",Education,North,Small,Webinar,5,27.86,9,1,353,0,0.4010562286424355,0.6421080578786672
Melanie Fuller,Turner and Sons,IT,West,Medium,Webinar,29,11.84,19,1,201,1,0.5872424148286217,0.6421080578786672
Ian Thornton,"Macdonald, Brown and Sanchez",Retail,North,Large,Webinar,20,6.01,3,1,70,1,0.26799213006109557,0.6421080578786672
Sarah Moore,Russell PLC,IT,North,Small,Organic,26,16.96,16,1,305,1,0.578129853991923,0.6340975739802719
Jon Cruz,Perez-Daniels,Education,North,Medium,Ads,9,21.11,20,1,88,0,0.4864864864864865,0.6415917503966155
Kevin Reynolds,Mitchell-Fox,Retail,East,Small,Ads,35,22.82,16,0,212,0,0.7320078699389043,0.6415917503966155
Crystal Rice,Roberts LLC,IT,West,Large,Ads,8,13.79,14,0,102,1,0.338200269234752,0.6415917503966155
James Meyer,"Wright, Ramos and Chambers",Education,West,Small,Organic,15,8.83,6,0,259,0,0.2764833799316558,0.6340975739802719
Anna Williams,Dixon and Sons,Finance,West,Large,Organic,30,20.96,11,0,295,1,0.6091954022988506,0.6340975739802719
Matthew Krueger,Rodriguez-Nelson,Education,South,Medium,Webinar,29,19.87,8,0,331,1,0.5564875220047634,0.6421080578786672
Joseph Nelson,Spencer-Chambers,Finance,North,Large,Organic,4,1.01,13,0,4,0,0.154085119602361,0.6340975739802719
Dawn Johnson,King and Sons,Education,East,Small,Organic,28,24.98,10,0,192,1,0.619757688723206,0.6340975739802719
Jennifer Hill,Rosales LLC,IT,East,Small,Webinar,5,1.75,10,0,23,0,0.1410375893134514,0.6421080578786672
Heather Knight,Gallagher Group,Finance,West,Small,Email,26,27.75,5,0,32,0,0.575955265610438,0.6447777327388191
Roy Mcclain,Stewart-Dalton,Finance,West,Small,Organic,34,20.4,6,1,191,1,0.5930413171792481,0.6340975739802719
Alan Jones,Jenkins and Sons,Education,East,Small,Email,47,6.49,12,0,268,1,0.6457491974733354,0.6447777327388191
Philip Romero,Farley-Parsons,IT,South,Large,Webinar,42,28.22,1,1,239,0,0.7050843947395671,0.6421080578786672
Stephanie Campbell,Carrillo Group,Healthcare,West,Large,Webinar,3,29.79,20,1,277,1,0.5142383763073418,0.6421080578786672
Kevin Strickland,Moore-Gibson,Healthcare,South,Medium,Organic,6,13.93,1,0,67,0,0.18432225328777052,0.6340975739802719
Jason Rivas,Cruz Ltd,Healthcare,East,Medium,Email,37,28.62,2,1,124,1,0.667805736771254,0.6447777327388191
Hector Combs,Smith-Cervantes,Retail,South,Small,Email,48,29.84,20,1,218,1,0.980739360049705,0.6447777327388191
Amy Carroll,"Mathews, Mckenzie and Frank",Finance,West,Medium,Ads,19,2.22,10,1,335,1,0.29087708398053225,0.6415917503966155
Brett Novak,"Stewart, Hood and Kidd",Retail,East,Medium,Email,22,1.52,9,0,344,0,0.3043388215802009,0.6447777327388191
Teresa Vargas,Aguilar Inc,Education,South,Large,Email,21,29.46,4,0,191,1,0.5315315315315315,0.6447777327388191
Regina Coleman,"Jackson, Sanford and Holt",IT,North,Large,Organic,34,11.09,6,0,120,1,0.4966345656000829,0.6340975739802719
Sherri Thomas,Lopez-Gardner,Education,South,Large,Webinar,21,11.37,15,0,207,0,0.45811328569949256,0.6421080578786672
Jeffrey Jackson,Hale LLC,Retail,East,Small,Webinar,23,5.58,13,1,237,1,0.39815677746712225,0.6421080578786672
Jonathan Franco,"Smith, Graves and Johnson",IT,West,Small,Email,32,4.07,6,0,326,1,0.40323081702392044,0.6447777327388191
Mrs. Sarah Thompson,"Barber, Young and Shields",Retail,North,Large,Email,20,8.34,13,1,54,1,0.3956715336025681,0.6447777327388191
Theresa Banks,"Phillips, Bradley and Nguyen",Healthcare,West,Large,Email,15,2.56,15,0,25,0,0.30475302889095995,0.6447777327388191
Traci Taylor,"Fletcher, Garcia and Carroll",IT,West,Medium,Ads,38,25.02,11,0,177,0,0.7340789064926995,0.6415917503966155
Joseph Mercado,Perez-Cohen,Retail,North,Small,Organic,12,29.36,5,1,243,1,0.4476545511028269,0.6340975739802719
Deborah Schneider,Fuller-Fleming,IT,West,Medium,Ads,16,27.68,2,0,54,0,0.44061302681992337,0.6415917503966155
Allen Mooney,Alexander Ltd,IT,East,Medium,Webinar,31,27.93,10,0,305,1,0.6813710261986125,0.6421080578786672
Kaitlyn Sandoval,Campbell Group,Retail,East,Small,Webinar,24,20.51,0,0,283,0,0.4284974629802216,0.6421080578786672
Veronica Ramirez,Beck-Young,IT,North,Large,Ads,34,5.31,4,0,333,1,0.4160712436574506,0.6415917503966155
Sharon Martin,Phillips Inc,IT,North,Small,Ads,13,22.27,4,1,98,1,0.374236305270788,0.6415917503966155
Brittany Green,Martin and Sons,Retail,West,Small,Webinar,26,26.76,15,0,295,0,0.6692554623589106,0.6421080578786672
Jacqueline Cervantes,"Giles, Peterson and Chapman",IT,South,Medium,Ads,6,22.79,13,0,122,1,0.40033136584860723,0.6415917503966155
Abigail Vasquez,Logan-Benton,Finance,South,Small,Webinar,10,18.0,12,1,123,0,0.3817955886921404,0.6421080578786672
Gabrielle Wright,"Hernandez, Fry and Watson",Healthcare,West,Small,Webinar,37,29.43,15,0,34,0,0.8108108108108109,0.6421080578786672
Sarah Moore,Cameron-Bruce,Retail,North,Small,Webinar,8,10.29,11,0,344,1,0.27089158123640883,0.6421080578786672
Joshua Dean,Davidson Inc,Finance,West,Small,Organic,25,4.2,19,1,329,1,0.4667080873977426,0.6340975739802719
Justin Brown,Henson-Gillespie,Education,East,Large,Webinar,1,5.54,17,0,295,1,0.21134928031479755,0.6421080578786672
Michael Gonzalez,"White, Smith and Harrison",Education,North,Medium,Organic,18,1.11,19,1,293,1,0.362224293258776,0.6340975739802719
Anthony Kennedy,Richardson-Pittman,Finance,East,Medium,Ads,2,10.35,10,0,55,0,0.1990266128197163,0.6415917503966155
Mrs. Holly Collins MD,"Long, Harmon and Cuevas",Finance,North,Medium,Ads,29,1.69,0,1,305,1,0.2853888371129751,0.6415917503966155
Rodney Rodriguez,"Gomez, Krause and Garcia",IT,East,Medium,Ads,40,8.69,1,1,63,0,0.48213730972351654,0.6415917503966155
Mark Soto,"Robbins, Ross and Robbins",Retail,South,Medium,Organic,6,7.89,2,1,71,0,0.13213213213213215,0.6340975739802719
Julia Solomon,White LLC,Finance,East,Medium,Webinar,5,27.06,3,0,255,0,0.3306409858133996,0.6421080578786672
Michelle White,"Brown, Burns and Spencer",Finance,West,Large,Organic,13,28.71,11,0,158,1,0.5134099616858238,0.6340975739802719
Christina Smith,Taylor Group,Finance,South,Medium,Ads,24,25.28,16,1,364,1,0.6435746090918505,0.6415917503966155
Catherine Norton,Gray Inc,Finance,West,Medium,Ads,11,23.03,20,1,358,1,0.527078802940872,0.6415917503966155
Darrell Powell,Barnes-Vargas,Education,East,Large,Webinar,45,9.52,19,0,207,1,0.7289013151082115,0.6421080578786672
Sherry Ortega,"Graham, Juarez and Miranda",IT,West,Medium,Ads,41,5.0,2,0,319,0,0.46463705084394735,0.6415917503966155
Kristen Atkinson,Allen-Fuentes,Healthcare,West,Medium,Webinar,13,17.65,15,1,94,1,0.44030237133685407,0.6421080578786672
Evelyn Orr MD,Thomas Ltd,Retail,West,Medium,Ads,44,9.98,12,1,91,1,0.6508232370301336,0.6415917503966155
Robert Hess,West-Miller,Education,East,Large,Ads,27,1.34,2,1,70,1,0.2817645231438335,0.6415917503966155
Mrs. Angela Leach MD,Pratt-Fernandez,Finance,West,Small,Webinar,7,27.76,3,1,156,0,0.3585999792896345,0.6421080578786672
Katherine Joseph,Duncan Group,Retail,East,Large,Organic,29,21.8,8,0,244,1,0.5764730247488867,0.6340975739802719
Taylor Ashley,Powell LLC,Retail,South,Large,Ads,34,28.89,4,0,143,0,0.6602464533499016,0.6415917503966155
James Lawrence,"Myers, Campbell and Alexander",Education,East,Large,Ads,30,29.86,8,0,208,1,0.6702909806358082,0.6415917503966155
Ryan Wood,"Pruitt, Boyer and Bennett",Retail,East,Medium,Organic,30,13.21,6,0,199,0,0.4771668219944082,0.6340975739802719
Luis Dillon,Christensen-Dean,Retail,North,Large,Organic,2,4.67,19,1,262,1,0.23340581961271617,0.6340975739802719
Eddie Nguyen,Brown-Davidson,IT,East,Large,Organic,27,17.1,12,0,168,0,0.548514031272652,0.6340975739802719
Patrick Johnson,Chung LLC,IT,South,Large,Organic,39,7.01,0,0,347,0,0.4440302371336854,0.6340975739802719
Charlotte Rodriguez,Sampson and Sons,Education,East,Large,Organic,31,24.13,20,1,267,1,0.7455731593662628,0.6340975739802719
Katie York,Golden-Ray,Healthcare,North,Large,Email,38,2.37,12,1,24,1,0.509889199544372,0.6447777327388191
Christopher Brown,Odonnell-Odonnell,IT,West,Large,Email,3,22.23,2,0,156,0,0.24955990473231854,0.6447777327388191
Joshua Esparza,Ramirez and Sons,Education,North,Large,Organic,48,5.82,6,1,242,1,0.5870353111732421,0.6340975739802719
Connie Smith,Neal-York,Education,North,Medium,Webinar,32,25.58,2,1,188,1,0.584550067308688,0.6421080578786672
Deborah Hunt,Love-Myers,Education,East,Medium,Webinar,30,2.52,3,1,334,1,0.3354043698871285,0.6421080578786672
Dr. Michael Perez,Potter-Gray,Finance,North,Medium,Email,4,19.51,18,1,266,0,0.39743191467329403,0.6447777327388191
Tony Smith,"Walker, Brooks and Ross",Education,North,Large,Organic,10,16.52,3,0,340,1,0.2732732732732733,0.6340975739802719
Daniel Massey,"Cohen, Russell and Sims",Retail,South,Medium,Webinar,32,29.07,17,0,183,1,0.7760173967070517,0.6421080578786672
Christopher David,"Harris, Kelly and Smith",Retail,East,Large,Ads,22,4.88,15,1,59,1,0.4012633322978151,0.6415917503966155
Brianna Bennett,Johnson-Farmer,Education,East,Large,Email,16,24.67,17,0,235,0,0.5647716682199441,0.6447777327388191
Michael Anderson,"Stewart, Smith and Lester",Education,East,Medium,Organic,30,10.45,16,1,248,1,0.5521383452417935,0.6340975739802719
Kevin Henderson,"Norman, Cannon and Henry",Retail,South,Large,Ads,24,26.48,19,1,140,1,0.6870663767215491,0.6415917503966155
Scott Mullen,"Miller, Hayes and Miller",IT,North,Small,Email,35,16.12,8,1,92,1,0.5797866832349591,0.6447777327388191
Nathaniel Rodriguez,"George, Le and Archer",Retail,East,Large,Webinar,44,27.83,11,0,324,1,0.825308066687377,0.6421080578786672
Matthew Sims,Davis-Morgan,IT,South,Large,Ads,33,19.02,6,0,24,1,0.5683959821890856,0.6415917503966155
Courtney Stone,Miller-Crane,Education,North,Small,Webinar,14,2.74,13,1,145,1,0.275551413482448,0.6421080578786672
Cesar Webster,"Clark, Richardson and Burton",Finance,West,Small,Ads,41,3.67,10,1,329,1,0.5337061199130164,0.6415917503966155
Stacy Pope,Campbell PLC,IT,East,Small,Organic,28,23.42,7,0,107,1,0.572538055296676,0.6340975739802719
Eric Norris,"Nelson, Morgan and Walker",Finance,West,Large,Webinar,4,12.87,18,1,258,1,0.32867350108729415,0.6421080578786672
Andre Mendoza,Davis-Miller,Healthcare,South,Small,Organic,32,18.46,17,0,205,1,0.666148907528218,0.6340975739802719
Jessica Moore,"Wilson, Maldonado and Morgan",Finance,East,Medium,Organic,27,16.08,4,0,122,1,0.45511028269648957,0.6340975739802719
Nicole Wood,"Montgomery, Tucker and Hayes",Retail,North,Large,Ads,2,27.02,0,1,178,0,0.26809568188878535,0.6415917503966155
Cody Ryan,Lawrence and Sons,Education,East,Large,Organic,5,15.4,6,1,43,1,0.24096510303406854,0.6340975739802719
Kelly Stout,"Reyes, Frazier and Anderson",Education,West,Small,Email,6,5.51,20,0,49,1,0.29388008698353524,0.6447777327388191
Jonathan Anderson,Ferguson-Stevens,Healthcare,South,Small,Organic,47,14.69,18,0,313,1,0.7927927927927927,0.6340975739802719
Derek Manning,Spencer and Sons,Healthcare,South,Medium,Email,43,10.9,2,1,77,0,0.5464429947188567,0.6447777327388191
Megan Johnson,Brown-Clark,Healthcare,South,Medium,Ads,5,22.16,11,1,228,1,0.3627420523972248,0.6415917503966155
Daniel Hansen,Mcdonald PLC,Education,North,Small,Webinar,32,5.81,1,0,312,1,0.36947292119705916,0.6421080578786672
Andrew Estrada,"Mcdonald, Sanchez and Medina",Finance,North,Medium,Ads,38,20.22,9,0,146,1,0.6636636636636636,0.6415917503966155
Justin Montgomery,"Lutz, Barron and Torres",Education,North,Medium,Webinar,50,23.92,15,0,269,0,0.8883711297504401,0.6421080578786672
Dr. Kimberly Morton,"Harris, Garcia and Fletcher",Retail,East,Large,Webinar,32,26.2,20,0,230,1,0.7773635704670188,0.6421080578786672
Jonathan Wilson,Burns-Weaver,Education,South,Small,Organic,13,5.08,11,1,319,1,0.26871699285492384,0.6340975739802719
Amy Smith,Cook-King,Education,South,Medium,Organic,28,4.44,14,1,335,1,0.448482965724345,0.6340975739802719
Steven Cook,Osborn Ltd,Healthcare,West,Small,Ads,24,15.72,4,1,239,0,0.42031686859273065,0.6415917503966155
Michael Carey,"Gonzales, Hanson and Austin",Retail,East,Small,Email,40,16.73,12,1,228,1,0.6792999896448172,0.6447777327388191
Sarah Lopez,Oneill-Price,IT,North,Medium,Webinar,14,4.52,10,0,152,1,0.2629180905042974,0.6421080578786672
Susan Morton DDS,Miller-Anderson,Education,South,Medium,Ads,9,10.54,12,0,138,0,0.29419074246660454,0.6415917503966155
David James,Bauer-Nelson,Education,West,Large,Email,30,29.09,9,1,220,1,0.6726726726726727,0.6447777327388191
Richard Ortiz,Rodgers PLC,IT,West,Large,Email,27,25.28,20,0,89,1,0.7160608884746815,0.6447777327388191
Christina Warren,Warren PLC,IT,West,Medium,Webinar,31,22.22,20,0,125,0,0.7257947602775189,0.6421080578786672
Nicole Allen,"Ross, Roman and Peters",Healthcare,South,Small,Ads,33,11.74,5,1,41,1,0.4826550688619654,0.6415917503966155
Brandi Parker,Jones-Jones,Healthcare,North,Medium,Webinar,17,21.57,16,0,6,1,0.5326706016361189,0.6421080578786672
Michael Anderson,"Blankenship, Rodriguez and Harris",Finance,South,Large,Email,27,9.68,2,0,8,1,0.3681267474370922,0.6447777327388191
Cindy Murray,Montoya Ltd,IT,North,Small,Ads,12,29.76,18,0,121,1,0.5864140002071037,0.6415917503966155
Ann Hernandez,Harris-Blackwell,Finance,South,Medium,Webinar,41,6.55,9,0,304,0,0.553173863518691,0.6421080578786672
Laura Bates,"Williamson, Wilson and Freeman",Finance,West,Large,Organic,9,27.15,17,1,318,1,0.5179662421041731,0.6340975739802719
Roger Solomon,Butler-Collier,Retail,North,Large,Ads,17,21.45,3,1,54,1,0.39681060370715543,0.6415917503966155
Kayla Payne,"Andrade, Olsen and Perkins",Education,North,Small,Ads,47,17.39,4,0,35,1,0.6757792275033654,0.6415917503966155
Victoria Ellison,Hale Inc,Healthcare,North,Large,Ads,10,7.5,8,0,240,1,0.23164543854199027,0.6415917503966155
Amanda Miller,Alvarado-Thomas,Education,East,Large,Ads,21,2.93,5,1,175,0,0.2671637154395775,0.6415917503966155
Patrick Young,Hudson PLC,Healthcare,East,Large,Email,19,22.76,16,1,171,1,0.565703634669152,0.6447777327388191
Tiffany Carter,"Hoover, Estrada and Guzman",Retail,North,Small,Organic,14,1.1,8,0,252,0,0.20679299989644817,0.6340975739802719
Jennifer Rangel,Barajas-Smith,Finance,North,Medium,Email,15,5.3,8,0,20,0,0.2606399502951227,0.6447777327388191
Martha Boyd,Robbins-Marquez,Finance,West,Large,Ads,16,29.48,8,1,162,1,0.5213834524179352,0.6415917503966155
Nancy Walls,Long-Mccarthy,Education,East,Large,Organic,11,6.07,4,1,345,0,0.18577197887542712,0.6340975739802719
Matthew Hernandez,Carter Group,Healthcare,East,Small,Email,34,15.59,17,1,89,1,0.6571398985192088,0.6447777327388191
Miss Danielle Robinson,"Reese, Robertson and Hutchinson",Finance,West,Large,Ads,22,21.45,16,1,3,1,0.5832038935487212,0.6415917503966155
Erika Thomas,"Turner, Chambers and Johnson",Retail,East,Small,Organic,11,6.09,17,1,60,1,0.320596458527493,0.6340975739802719
James Evans,Washington-Guzman,Healthcare,West,Large,Organic,45,19.78,10,0,98,0,0.7419488453971212,0.6340975739802719
Paula Rogers,Garcia and Sons,Retail,West,Large,Email,45,27.35,13,1,366,1,0.8514031272651962,0.6447777327388191
Jason Larson,Olson Ltd,Retail,South,Small,Organic,39,2.45,8,1,309,1,0.4796520658589625,0.6340975739802719
Patrick Brewer,Knox-Myers,Retail,South,Small,Email,11,17.31,18,0,321,0,0.44713679196437817,0.6447777327388191
Alexis Durham,"Hunt, Duran and Roth",IT,North,Medium,Ads,21,9.07,7,0,258,0,0.3514549031790411,0.6415917503966155
Anthony Nguyen,"Duffy, Watson and Alvarado",Healthcare,North,Small,Webinar,10,26.75,20,0,7,1,0.5552449000724863,0.6421080578786672
Erin Miller,Foster Inc,Retail,West,Medium,Webinar,4,25.75,9,0,20,0,0.36885161023092056,0.6421080578786672
Kimberly Anderson MD,Vazquez-Hays,Education,North,Large,Ads,45,25.83,1,0,7,1,0.7114010562286424,0.6415917503966155
Parker Salazar,Cameron-Gallegos,Healthcare,East,Large,Webinar,22,19.31,0,0,2,1,0.3953608781194988,0.6421080578786672
Tammy Strong,Garcia-Thomas,Retail,East,Large,Webinar,42,10.4,15,1,220,1,0.6655275965620794,0.6421080578786672
Mariah West,"Best, Vargas and Cole",Healthcare,North,Large,Ads,24,4.27,6,1,236,1,0.3224603914259086,0.6415917503966155
Angela Giles,Gonzalez-Lee,Healthcare,East,Small,Email,9,3.66,17,0,34,1,0.2747229988609299,0.6447777327388191
Joseph Vargas,Stout LLC,Education,North,Medium,Organic,31,11.61,0,1,132,0,0.40882261571916745,0.6340975739802719
Timothy Smith,Perez-Smith,Healthcare,South,Large,Email,33,2.02,16,0,308,0,0.49590970280625457,0.6447777327388191
Leah Acosta,Jones-Rose,Finance,West,Large,Organic,8,12.46,7,0,344,0,0.251941596769183,0.6340975739802719
Stacey Jackson,Kelly-Young,Education,West,Large,Ads,28,1.9,13,0,155,0,0.41182561872217044,0.6415917503966155
Amy Lam,Russell and Sons,Healthcare,East,Large,Email,21,22.89,19,1,60,1,0.6188257222739981,0.6447777327388191
Christopher Harrison,Bernard PLC,Retail,East,Small,Organic,20,19.6,10,1,112,1,0.48120534327430875,0.6340975739802719
Oscar Santiago Jr.,Conner Group,Education,North,Small,Organic,13,25.11,20,0,256,0,0.5693279486382934,0.6340975739802719
Jack Watson,Porter-Mooney,Healthcare,North,Medium,Ads,28,12.5,7,1,154,1,0.45945945945945943,0.6415917503966155
Kimberly Sanchez,Hernandez Ltd,Healthcare,South,Small,Ads,31,26.64,9,0,28,1,0.6576576576576576,0.6415917503966155
Dennis Boyd,Adams Group,Education,West,Small,Email,49,15.43,8,1,204,1,0.717614165890028,0.6447777327388191
Isaac Rivers,Glover Ltd,Finance,South,Medium,Email,42,2.77,15,1,184,1,0.5865175520347934,0.6447777327388191
Angela Lee,Carter Ltd,IT,East,Small,Email,50,4.42,5,1,46,1,0.5828932380656519,0.6447777327388191
Ms. Nicole Ross,Boyer-Davidson,Retail,South,Medium,Webinar,16,9.37,9,1,346,1,0.32349590970280623,0.6421080578786672
Anita Benson,"Valencia, Rice and Edwards",IT,North,Small,Webinar,24,18.3,20,0,337,0,0.6127161644403023,0.6421080578786672
Kimberly George,"Hall, Garcia and Craig",Education,North,Large,Organic,43,19.89,18,0,216,1,0.8052190121155638,0.6340975739802719
Candice Hammond,Robinson-Bullock,Healthcare,East,Small,Email,18,2.62,7,0,30,1,0.2535984260122191,0.6447777327388191
Melanie Lopez,"Johnston, Rivas and Adams",Education,East,Small,Webinar,20,24.85,11,1,351,1,0.545925235580408,0.6421080578786672
Michael Williams,"Short, Lindsey and Hernandez",Finance,North,Medium,Ads,49,4.24,12,1,260,1,0.6431604017810914,0.6415917503966155
Juan Stout,"Russell, Foster and Bowen",IT,East,Large,Ads,17,16.63,3,0,43,1,0.34689862276069167,0.6415917503966155
Holly Mccarthy,Barnes and Sons,IT,West,Medium,Organic,49,27.42,18,0,79,1,0.9453246349798073,0.6340975739802719
Katherine Fuller,Brown-Brown,Retail,West,Small,Ads,19,22.67,20,0,119,1,0.6061923992958476,0.6415917503966155
Kevin Gallagher,Berry and Sons,Finance,North,Large,Webinar,50,27.5,11,0,150,0,0.8840219529874702,0.6421080578786672
Linda Gutierrez,"Price, Murphy and Sims",Retail,South,Large,Ads,28,16.28,20,1,281,1,0.6332194263228745,0.6415917503966155
John Mcmillan,Owens-Mcclain,IT,West,Large,Webinar,42,21.1,6,1,212,1,0.6831314072693382,0.6421080578786672
Heather Dennis,Jenkins-Luna,Education,West,Large,Email,37,26.49,2,1,152,1,0.6457491974733354,0.6447777327388191
Donald Cline,Williams-Lynch,Finance,East,Medium,Email,19,22.73,5,1,139,0,0.4514859687273481,0.6447777327388191
Stephanie Rivera,"Phillips, Parker and Moore",Finance,South,Small,Organic,44,28.83,20,0,365,0,0.9288598943771357,0.6340975739802719
Jerry Robbins,Miles Inc,Education,North,Small,Ads,9,15.82,7,1,338,1,0.2970901936419178,0.6415917503966155
Abigail Copeland,"Lucas, Gregory and Cisneros",Retail,West,Medium,Email,23,20.36,15,1,341,1,0.5719167443305374,0.6447777327388191
Ashley Chan,"Martinez, Hernandez and White",IT,North,Medium,Email,45,22.91,6,0,130,1,0.7329398363881122,0.6447777327388191
Jennifer Williams,Galloway-Wilson,Retail,West,Small,Ads,10,18.67,5,1,30,1,0.31624728176452316,0.6415917503966155
Jennifer Hill,Bartlett Group,IT,East,Medium,Organic,18,23.93,8,0,23,0,0.4846225535880708,0.6340975739802719
Brandy Baldwin,Gardner-Anderson,Retail,West,Large,Organic,49,16.49,7,1,310,1,0.7182354768561664,0.6340975739802719
Carol Brown,Walker and Sons,Healthcare,South,Small,Webinar,3,11.25,7,0,105,1,0.1876359117738428,0.6421080578786672
Morgan Ray,Bass PLC,Education,North,Small,Organic,15,16.79,17,0,259,0,0.4728176452314383,0.6340975739802719
Kristen Beard,Harris PLC,Education,East,Large,Email,3,26.91,0,1,171,0,0.27731179455317384,0.6447777327388191
Amy Mcdonald,"Brown, Wood and Shepard",Education,South,Large,Ads,27,16.54,5,1,45,1,0.4702288495391943,0.6415917503966155
Michelle Newton,Smith Ltd,Education,North,Small,Organic,13,7.78,1,1,211,0,0.19312415864140003,0.6340975739802719
Steven Stuart,"Hampton, Price and Williams",Retail,South,Large,Webinar,29,26.32,11,1,155,1,0.6543439991715853,0.6421080578786672
Evelyn Johnson,Ross LLC,Healthcare,East,Medium,Webinar,35,4.14,20,1,259,1,0.5799937868903386,0.6421080578786672
Michael Walker,Moran-Summers,Retail,North,Large,Organic,19,26.22,17,1,207,1,0.6118877498187842,0.6340975739802719
Lori Peterson,Graham-Miller,Retail,East,Large,Organic,50,29.41,8,1,143,1,0.8727348037692865,0.6340975739802719
Eric Murphy,"Acevedo, Martinez and Webb",Education,North,Small,Organic,40,9.31,9,1,127,1,0.5713989851920886,0.6340975739802719
Jonathon Lynch,Beck LLC,Education,West,Large,Organic,38,20.23,18,1,223,1,0.7569638604121363,0.6340975739802719
Adrienne Miles,"Brown, Smith and Smith",Finance,North,Large,Organic,44,28.77,4,0,35,0,0.7625556591073832,0.6340975739802719
Melissa Morales,Campbell Inc,Education,West,Small,Email,32,1.11,12,1,216,1,0.4347105726416071,0.6447777327388191
Nancy Mills,"Bates, Nunez and Holland",Finance,South,Medium,Organic,10,8.2,14,1,77,0,0.30102516309412863,0.6340975739802719
Joseph Dougherty,Young PLC,Retail,North,Small,Organic,41,29.33,11,1,140,1,0.8097752925339131,0.6340975739802719
Christina Hopkins,Guerrero Ltd,Retail,South,Medium,Email,19,18.66,2,0,347,1,0.37827482655068856,0.6447777327388191
Emily Ryan,Pena LLC,Education,South,Medium,Ads,31,20.28,1,1,18,0,0.5089572330951642,0.6415917503966155
Brandon Ramirez,Ross-Camacho,IT,North,Medium,Ads,41,3.7,12,1,240,1,0.5547271409340375,0.6415917503966155
Scott Green,Bailey and Sons,Education,South,Medium,Email,11,23.95,1,0,79,0,0.33985709847778817,0.6447777327388191
James Davis,"Gonzales, Jimenez and Duke",IT,East,Medium,Email,6,15.4,15,1,223,1,0.3445169307238273,0.6447777327388191
Christopher Sanchez,Lawrence-Barber,Retail,South,Medium,Organic,42,15.41,20,1,250,1,0.7691829760795277,0.6340975739802719
Jessica Reyes,"Henderson, Johnson and White",Education,North,Medium,Webinar,9,20.21,20,0,174,1,0.4771668219944082,0.6421080578786672
Selena Hughes,Gonzalez-Grant,Finance,South,Large,Webinar,40,16.25,5,1,337,0,0.6018432225328777,0.6421080578786672
Steven Ryan,Terrell-Velez,Healthcare,South,Small,Ads,39,8.8,17,1,48,1,0.638604121362742,0.6415917503966155
Tammy Jacobs,Brown Inc,IT,South,Large,Webinar,16,12.84,0,0,342,1,0.26623174899036967,0.6421080578786672
Brandon Collins,Mclean-Brown,Finance,South,Small,Organic,27,2.27,13,0,2,1,0.40530185357771564,0.6340975739802719
Tanya White,Barnes LLC,IT,North,Small,Organic,27,24.73,15,1,363,1,0.6585896241068655,0.6340975739802719
Sarah Riley,Nash and Sons,Healthcare,South,Small,Email,21,2.15,11,1,163,1,0.32121776949363157,0.6447777327388191
Sara Singleton,Taylor-Moreno,Healthcare,South,Large,Email,15,25.89,7,1,97,1,0.46349798073936005,0.6447777327388191
Joseph Brown,Roberts-Keller,Retail,South,Medium,Ads,45,25.51,6,0,70,0,0.7598633115874496,0.6415917503966155
Leroy Goodwin,"Carter, Norris and Mason",Retail,South,Small,Organic,23,9.3,12,1,291,1,0.42632287459873663,0.6340975739802719
Morgan Perez,Jones Ltd,Retail,North,Large,Ads,18,26.88,19,0,29,1,0.6290773532152841,0.6415917503966155
Monica Gill,Gonzalez Group,Education,South,Medium,Webinar,14,6.19,12,0,320,0,0.30092161126643885,0.6421080578786672
Molly Terry,White LLC,IT,South,Small,Ads,27,24.75,11,0,286,1,0.6173759966863415,0.6415917503966155
Jon Hernandez,White-Duncan,Healthcare,East,Medium,Ads,40,1.06,10,0,10,0,0.4963239101170136,0.6415917503966155
